episode_id,backend,model,persona,status,parse_ok,valid_raw_ranked,valid_repaired_ranked,n_expected,n_raw_ranked,n_repaired_ranked,n_duplicates,n_missing,duplicates,missing,repaired_admitted_ids,repaired_ranked_ids,model_name,baseline_admitted_ids,topk_overlap,bounded_topk_drift,jaccard_drift
E00001,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000166', 'P000132', 'P000071', 'P000022']","[""P000166"", ""P000132"", ""P000071"", ""P000022"", ""P000122"", ""P000131"", ""P000076"", ""P000039"", ""P000134"", ""P000143"", ""P000213"", ""P000192""]",llama3.1:8b,"['P000166', 'P000132', 'P000071', 'P000022']",1.0,0.0,0.0
E00001,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000166', 'P000132', 'P000071', 'P000022']","[""P000166"", ""P000132"", ""P000071"", ""P000022"", ""P000122"", ""P000131"", ""P000076"", ""P000039"", ""P000134"", ""P000143"", ""P000213"", ""P000192""]",llama3.1:8b,"['P000166', 'P000132', 'P000071', 'P000022']",1.0,0.0,0.0
E00001,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000166', 'P000132', 'P000071', 'P000022']","[""P000166"", ""P000132"", ""P000071"", ""P000022"", ""P000122"", ""P000131"", ""P000076"", ""P000039"", ""P000134"", ""P000143"", ""P000213"", ""P000192""]",llama3.1:8b,"['P000166', 'P000132', 'P000071', 'P000022']",1.0,0.0,0.0
E00002,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000151', 'P000019', 'P000170', 'P000025']","[""P000151"", ""P000019"", ""P000170"", ""P000025"", ""P000095"", ""P000185"", ""P000067"", ""P000099"", ""P000035"", ""P000077"", ""P000085"", ""P000050""]",llama3.1:8b,"['P000151', 'P000019', 'P000025', 'P000185']",0.75,0.25,0.4
E00002,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000151', 'P000170', 'P000185', 'P000099']","[""P000151"", ""P000170"", ""P000185"", ""P000099"", ""P000095"", ""P000050"", ""P000085"", ""P000035"", ""P000077"", ""P000067"", ""P000019"", ""P000025""]",llama3.1:8b,"['P000151', 'P000019', 'P000025', 'P000185']",0.5,0.5,0.6666666666666667
E00002,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000170', 'P000151', 'P000019', 'P000025']","[""P000170"", ""P000151"", ""P000019"", ""P000025"", ""P000095"", ""P000035"", ""P000185"", ""P000067"", ""P000099"", ""P000085"", ""P000077"", ""P000050""]",llama3.1:8b,"['P000151', 'P000019', 'P000025', 'P000185']",0.75,0.25,0.4
E00003,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000004', 'P000181', 'P000179', 'P000127']","[""P000004"", ""P000181"", ""P000179"", ""P000127"", ""P000155"", ""P000216"", ""P000031"", ""P000072"", ""P000069"", ""P000086"", ""P000030"", ""P000104""]",llama3.1:8b,"['P000004', 'P000181', 'P000179', 'P000127']",1.0,0.0,0.0
E00003,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000004', 'P000181', 'P000179', 'P000127']","[""P000004"", ""P000181"", ""P000179"", ""P000127"", ""P000155"", ""P000216"", ""P000031"", ""P000072"", ""P000069"", ""P000086"", ""P000030"", ""P000104""]",llama3.1:8b,"['P000004', 'P000181', 'P000179', 'P000127']",1.0,0.0,0.0
E00003,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000004', 'P000181', 'P000179', 'P000127']","[""P000004"", ""P000181"", ""P000179"", ""P000127"", ""P000155"", ""P000216"", ""P000031"", ""P000072"", ""P000069"", ""P000086"", ""P000030"", ""P000104""]",llama3.1:8b,"['P000004', 'P000181', 'P000179', 'P000127']",1.0,0.0,0.0
E00004,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000054', 'P000136', 'P000210', 'P000159']","[""P000054"", ""P000136"", ""P000210"", ""P000159"", ""P000020"", ""P000002"", ""P000160"", ""P000161"", ""P000186"", ""P000189"", ""P000037"", ""P000012""]",llama3.1:8b,"['P000054', 'P000136', 'P000210', 'P000002']",0.75,0.25,0.4
E00004,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000054', 'P000136', 'P000210', 'P000037']","[""P000054"", ""P000136"", ""P000210"", ""P000037"", ""P000020"", ""P000002"", ""P000160"", ""P000159"", ""P000012"", ""P000189"", ""P000161"", ""P000186""]",llama3.1:8b,"['P000054', 'P000136', 'P000210', 'P000002']",0.75,0.25,0.4
E00004,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000054', 'P000002', 'P000160', 'P000159']","[""P000054"", ""P000002"", ""P000160"", ""P000159"", ""P000136"", ""P000210"", ""P000037"", ""P000020"", ""P000189"", ""P000161"", ""P000186"", ""P000012""]",llama3.1:8b,"['P000054', 'P000136', 'P000210', 'P000002']",0.5,0.5,0.6666666666666667
E00005,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000124', 'P000109', 'P000202', 'P000083']","[""P000124"", ""P000109"", ""P000202"", ""P000083"", ""P000212"", ""P000027"", ""P000061"", ""P000080"", ""P000176"", ""P000126"", ""P000162"", ""P000140""]",llama3.1:8b,"['P000124', 'P000109', 'P000202', 'P000083']",1.0,0.0,0.0
E00005,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000124', 'P000109', 'P000202', 'P000083']","[""P000124"", ""P000109"", ""P000202"", ""P000083"", ""P000212"", ""P000027"", ""P000061"", ""P000176"", ""P000126"", ""P000162"", ""P000140"", ""P000080""]",llama3.1:8b,"['P000124', 'P000109', 'P000202', 'P000083']",1.0,0.0,0.0
E00005,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000109', 'P000202', 'P000083', 'P000140']","[""P000109"", ""P000202"", ""P000083"", ""P000140"", ""P000124"", ""P000212"", ""P000027"", ""P000061"", ""P000176"", ""P000126"", ""P000162"", ""P000080""]",llama3.1:8b,"['P000124', 'P000109', 'P000202', 'P000083']",0.75,0.25,0.4
E00006,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000038', 'P000165', 'P000196', 'P000121']","[""P000038"", ""P000165"", ""P000196"", ""P000121"", ""P000147"", ""P000206"", ""P000141"", ""P000100"", ""P000024"", ""P000008"", ""P000180"", ""P000060""]",llama3.1:8b,"['P000038', 'P000165', 'P000196', 'P000206']",0.75,0.25,0.4
E00006,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000038', 'P000165', 'P000196', 'P000206']","[""P000038"", ""P000165"", ""P000196"", ""P000206"", ""P000147"", ""P000121"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000008"", ""P000180""]",llama3.1:8b,"['P000038', 'P000165', 'P000196', 'P000206']",1.0,0.0,0.0
E00006,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000038', 'P000165', 'P000196', 'P000121']","[""P000038"", ""P000165"", ""P000196"", ""P000121"", ""P000147"", ""P000206"", ""P000141"", ""P000100"", ""P000024"", ""P000008"", ""P000180"", ""P000060""]",llama3.1:8b,"['P000038', 'P000165', 'P000196', 'P000206']",0.75,0.25,0.4
E00007,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000101', 'P000139', 'P000068', 'P000005']","[""P000101"", ""P000139"", ""P000068"", ""P000005"", ""P000075"", ""P000015"", ""P000029"", ""P000203"", ""P000156"", ""P000014"", ""P000150"", ""P000098""]",llama3.1:8b,"['P000101', 'P000139', 'P000068', 'P000005']",1.0,0.0,0.0
E00007,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000101', 'P000139', 'P000068', 'P000005']","[""P000101"", ""P000139"", ""P000068"", ""P000005"", ""P000015"", ""P000029"", ""P000203"", ""P000150"", ""P000098"", ""P000156"", ""P000075"", ""P000014""]",llama3.1:8b,"['P000101', 'P000139', 'P000068', 'P000005']",1.0,0.0,0.0
E00007,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000101', 'P000139', 'P000068', 'P000005']","[""P000101"", ""P000139"", ""P000068"", ""P000005"", ""P000075"", ""P000015"", ""P000029"", ""P000203"", ""P000156"", ""P000014"", ""P000150"", ""P000098""]",llama3.1:8b,"['P000101', 'P000139', 'P000068', 'P000005']",1.0,0.0,0.0
E00008,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000028', 'P000073', 'P000178', 'P000208']","[""P000028"", ""P000073"", ""P000178"", ""P000208"", ""P000026"", ""P000172"", ""P000001"", ""P000016"", ""P000055"", ""P000093"", ""P000112"", ""P000146""]",llama3.1:8b,"['P000028', 'P000001', 'P000208', 'P000026']",0.5,0.5,0.6666666666666667
E00008,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000028', 'P000073', 'P000178', 'P000208']","[""P000028"", ""P000073"", ""P000178"", ""P000208"", ""P000026"", ""P000172"", ""P000001"", ""P000016"", ""P000055"", ""P000093"", ""P000112"", ""P000146""]",llama3.1:8b,"['P000028', 'P000001', 'P000208', 'P000026']",0.5,0.5,0.6666666666666667
E00008,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000028', 'P000073', 'P000178', 'P000208']","[""P000028"", ""P000073"", ""P000178"", ""P000208"", ""P000026"", ""P000172"", ""P000001"", ""P000016"", ""P000055"", ""P000093"", ""P000112"", ""P000146""]",llama3.1:8b,"['P000028', 'P000001', 'P000208', 'P000026']",0.5,0.5,0.6666666666666667
E00009,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000187', 'P000182', 'P000066', 'P000129']","[""P000187"", ""P000182"", ""P000066"", ""P000129"", ""P000125"", ""P000183"", ""P000051"", ""P000184"", ""P000065"", ""P000128"", ""P000171"", ""P000108""]",llama3.1:8b,"['P000187', 'P000182', 'P000066', 'P000129']",1.0,0.0,0.0
E00009,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000187', 'P000182', 'P000066', 'P000129']","[""P000187"", ""P000182"", ""P000066"", ""P000129"", ""P000125"", ""P000183"", ""P000051"", ""P000184"", ""P000065"", ""P000128"", ""P000171"", ""P000108""]",llama3.1:8b,"['P000187', 'P000182', 'P000066', 'P000129']",1.0,0.0,0.0
E00009,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000125', 'P000183', 'P000051', 'P000065']","[""P000125"", ""P000183"", ""P000051"", ""P000065"", ""P000187"", ""P000182"", ""P000066"", ""P000129"", ""P000108"", ""P000184"", ""P000128"", ""P000171""]",llama3.1:8b,"['P000187', 'P000182', 'P000066', 'P000129']",0.0,1.0,1.0
E00010,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000023', 'P000220', 'P000017', 'P000197']","[""P000023"", ""P000220"", ""P000017"", ""P000197"", ""P000088"", ""P000115"", ""P000199"", ""P000089"", ""P000094"", ""P000175"", ""P000158"", ""P000205""]",llama3.1:8b,"['P000023', 'P000220', 'P000017', 'P000197']",1.0,0.0,0.0
E00010,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000023', 'P000220', 'P000017', 'P000197']","[""P000023"", ""P000220"", ""P000017"", ""P000197"", ""P000088"", ""P000115"", ""P000199"", ""P000089"", ""P000094"", ""P000175"", ""P000158"", ""P000205""]",llama3.1:8b,"['P000023', 'P000220', 'P000017', 'P000197']",1.0,0.0,0.0
E00010,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000023', 'P000088', 'P000017', 'P000197']","[""P000023"", ""P000088"", ""P000017"", ""P000197"", ""P000199"", ""P000115"", ""P000220"", ""P000089"", ""P000094"", ""P000175"", ""P000158"", ""P000205""]",llama3.1:8b,"['P000023', 'P000220', 'P000017', 'P000197']",0.75,0.25,0.4
E00011,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000211', 'P000207', 'P000103', 'P000041']","[""P000211"", ""P000207"", ""P000103"", ""P000041"", ""P000154"", ""P000167"", ""P000079"", ""P000048"", ""P000153"", ""P000130"", ""P000074"", ""P000011""]",llama3.1:8b,"['P000211', 'P000207', 'P000103', 'P000041']",1.0,0.0,0.0
E00011,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000211', 'P000207', 'P000103', 'P000041']","[""P000211"", ""P000207"", ""P000103"", ""P000041"", ""P000154"", ""P000167"", ""P000079"", ""P000048"", ""P000153"", ""P000130"", ""P000074"", ""P000011""]",llama3.1:8b,"['P000211', 'P000207', 'P000103', 'P000041']",1.0,0.0,0.0
E00011,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000211', 'P000207', 'P000103', 'P000041']","[""P000211"", ""P000207"", ""P000103"", ""P000041"", ""P000154"", ""P000167"", ""P000079"", ""P000048"", ""P000153"", ""P000130"", ""P000074"", ""P000011""]",llama3.1:8b,"['P000211', 'P000207', 'P000103', 'P000041']",1.0,0.0,0.0
E00012,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000138', 'P000137', 'P000110', 'P000194']","[""P000138"", ""P000137"", ""P000110"", ""P000194"", ""P000219"", ""P000164"", ""P000190"", ""P000040"", ""P000003"", ""P000117"", ""P000214"", ""P000148""]",llama3.1:8b,"['P000138', 'P000137', 'P000164', 'P000003']",0.5,0.5,0.6666666666666667
E00012,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000138', 'P000137', 'P000164', 'P000003']","[""P000138"", ""P000137"", ""P000164"", ""P000003"", ""P000110"", ""P000194"", ""P000214"", ""P000148"", ""P000219"", ""P000040"", ""P000190"", ""P000117""]",llama3.1:8b,"['P000138', 'P000137', 'P000164', 'P000003']",1.0,0.0,0.0
E00012,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000138', 'P000137', 'P000110', 'P000194']","[""P000138"", ""P000137"", ""P000110"", ""P000194"", ""P000219"", ""P000164"", ""P000190"", ""P000040"", ""P000003"", ""P000117"", ""P000214"", ""P000148""]",llama3.1:8b,"['P000138', 'P000137', 'P000164', 'P000003']",0.5,0.5,0.6666666666666667
E00013,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000097', 'P000113', 'P000169', 'P000021']","[""P000097"", ""P000113"", ""P000169"", ""P000021"", ""P000056"", ""P000168"", ""P000006"", ""P000090"", ""P000070"", ""P000200"", ""P000163"", ""P000052""]",llama3.1:8b,"['P000097', 'P000113', 'P000169', 'P000021']",1.0,0.0,0.0
E00013,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000097', 'P000113', 'P000169', 'P000021']","[""P000097"", ""P000113"", ""P000169"", ""P000021"", ""P000056"", ""P000168"", ""P000006"", ""P000090"", ""P000070"", ""P000200"", ""P000163"", ""P000052""]",llama3.1:8b,"['P000097', 'P000113', 'P000169', 'P000021']",1.0,0.0,0.0
E00013,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000097', 'P000113', 'P000169', 'P000021']","[""P000097"", ""P000113"", ""P000169"", ""P000021"", ""P000056"", ""P000200"", ""P000070"", ""P000090"", ""P000168"", ""P000006"", ""P000163"", ""P000052""]",llama3.1:8b,"['P000097', 'P000113', 'P000169', 'P000021']",1.0,0.0,0.0
E00014,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000217', 'P000215', 'P000013', 'P000046']","[""P000217"", ""P000215"", ""P000013"", ""P000046"", ""P000188"", ""P000064"", ""P000144"", ""P000049"", ""P000091"", ""P000204"", ""P000149"", ""P000044""]",llama3.1:8b,"['P000217', 'P000215', 'P000013', 'P000046']",1.0,0.0,0.0
E00014,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000217', 'P000215', 'P000013', 'P000046']","[""P000217"", ""P000215"", ""P000013"", ""P000046"", ""P000188"", ""P000064"", ""P000144"", ""P000149"", ""P000204"", ""P000091"", ""P000049"", ""P000044""]",llama3.1:8b,"['P000217', 'P000215', 'P000013', 'P000046']",1.0,0.0,0.0
E00014,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000217', 'P000215', 'P000188', 'P000064']","[""P000217"", ""P000215"", ""P000188"", ""P000064"", ""P000144"", ""P000013"", ""P000149"", ""P000046"", ""P000049"", ""P000091"", ""P000204"", ""P000044""]",llama3.1:8b,"['P000217', 'P000215', 'P000013', 'P000046']",0.5,0.5,0.6666666666666667
E00015,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000123', 'P000107', 'P000193', 'P000119']","[""P000123"", ""P000107"", ""P000193"", ""P000119"", ""P000105"", ""P000221"", ""P000009"", ""P000081"", ""P000145"", ""P000034"", ""P000043"", ""P000007""]",llama3.1:8b,"['P000123', 'P000107', 'P000193', 'P000105']",0.75,0.25,0.4
E00015,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000123', 'P000107', 'P000193', 'P000105']","[""P000123"", ""P000107"", ""P000193"", ""P000105"", ""P000119"", ""P000221"", ""P000009"", ""P000081"", ""P000043"", ""P000145"", ""P000034"", ""P000007""]",llama3.1:8b,"['P000123', 'P000107', 'P000193', 'P000105']",1.0,0.0,0.0
E00015,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000123', 'P000107', 'P000193', 'P000009']","[""P000123"", ""P000107"", ""P000193"", ""P000009"", ""P000105"", ""P000221"", ""P000081"", ""P000145"", ""P000119"", ""P000034"", ""P000043"", ""P000007""]",llama3.1:8b,"['P000123', 'P000107', 'P000193', 'P000105']",0.75,0.25,0.4
E00016,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000177', 'P000114', 'P000191', 'P000195']","[""P000177"", ""P000114"", ""P000191"", ""P000195"", ""P000018"", ""P000078"", ""P000010"", ""P000032"", ""P000173"", ""P000106"", ""P000036"", ""P000062""]",llama3.1:8b,"['P000177', 'P000106', 'P000191', 'P000195']",0.75,0.25,0.4
E00016,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000177', 'P000114', 'P000191', 'P000195']","[""P000177"", ""P000114"", ""P000191"", ""P000195"", ""P000018"", ""P000078"", ""P000010"", ""P000032"", ""P000173"", ""P000106"", ""P000036"", ""P000062""]",llama3.1:8b,"['P000177', 'P000106', 'P000191', 'P000195']",0.75,0.25,0.4
E00016,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000177', 'P000106', 'P000191', 'P000195']","[""P000177"", ""P000106"", ""P000191"", ""P000195"", ""P000018"", ""P000078"", ""P000010"", ""P000032"", ""P000114"", ""P000173"", ""P000036"", ""P000062""]",llama3.1:8b,"['P000177', 'P000106', 'P000191', 'P000195']",1.0,0.0,0.0
E00017,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000218', 'P000142', 'P000096', 'P000063']","[""P000218"", ""P000142"", ""P000096"", ""P000063"", ""P000087"", ""P000120"", ""P000116"", ""P000222"", ""P000209"", ""P000047"", ""P000045"", ""P000082""]",llama3.1:8b,"['P000218', 'P000142', 'P000096', 'P000063']",1.0,0.0,0.0
E00017,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000218', 'P000142', 'P000096', 'P000063']","[""P000218"", ""P000142"", ""P000096"", ""P000063"", ""P000116"", ""P000120"", ""P000087"", ""P000047"", ""P000222"", ""P000082"", ""P000209"", ""P000045""]",llama3.1:8b,"['P000218', 'P000142', 'P000096', 'P000063']",1.0,0.0,0.0
E00017,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000218', 'P000142', 'P000096', 'P000063']","[""P000218"", ""P000142"", ""P000096"", ""P000063"", ""P000087"", ""P000116"", ""P000222"", ""P000120"", ""P000047"", ""P000045"", ""P000209"", ""P000082""]",llama3.1:8b,"['P000218', 'P000142', 'P000096', 'P000063']",1.0,0.0,0.0
E00018,ollama,llama3.1:8b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000118', 'P000198', 'P000133', 'P000059']","[""P000118"", ""P000198"", ""P000133"", ""P000059"", ""P000201"", ""P000174"", ""P000042"", ""P000152"", ""P000111"", ""P000084"", ""P000033"", ""P000053""]",llama3.1:8b,"['P000118', 'P000198', 'P000133', 'P000053']",0.75,0.25,0.4
E00018,ollama,llama3.1:8b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000118', 'P000198', 'P000133', 'P000059']","[""P000118"", ""P000198"", ""P000133"", ""P000059"", ""P000201"", ""P000174"", ""P000042"", ""P000152"", ""P000084"", ""P000111"", ""P000033"", ""P000053""]",llama3.1:8b,"['P000118', 'P000198', 'P000133', 'P000053']",0.75,0.25,0.4
E00018,ollama,llama3.1:8b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000118', 'P000198', 'P000133', 'P000053']","[""P000118"", ""P000198"", ""P000133"", ""P000053"", ""P000059"", ""P000201"", ""P000174"", ""P000042"", ""P000152"", ""P000111"", ""P000084"", ""P000033""]",llama3.1:8b,"['P000118', 'P000198', 'P000133', 'P000053']",1.0,0.0,0.0
