episode_id,backend,model,persona,status,parse_ok,valid_raw_ranked,valid_repaired_ranked,n_expected,n_raw_ranked,n_repaired_ranked,n_duplicates,n_missing,duplicates,missing,repaired_admitted_ids,repaired_ranked_ids,model_name,baseline_admitted_ids,topk_overlap,bounded_topk_drift,jaccard_drift
E00001,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000166', 'P000132', 'P000071', 'P000192']","[""P000166"", ""P000132"", ""P000071"", ""P000192"", ""P000022"", ""P000143"", ""P000076"", ""P000122"", ""P000131"", ""P000039"", ""P000213"", ""P000134""]",qwen2.5:7b,"['P000166', 'P000132', 'P000071', 'P000192']",1.0,0.0,0.0
E00001,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000166', 'P000132', 'P000071', 'P000192']","[""P000166"", ""P000132"", ""P000071"", ""P000192"", ""P000022"", ""P000143"", ""P000134"", ""P000076"", ""P000122"", ""P000131"", ""P000039"", ""P000213""]",qwen2.5:7b,"['P000166', 'P000132', 'P000071', 'P000192']",1.0,0.0,0.0
E00001,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000166', 'P000132', 'P000071', 'P000192']","[""P000166"", ""P000132"", ""P000071"", ""P000192"", ""P000022"", ""P000143"", ""P000076"", ""P000122"", ""P000131"", ""P000039"", ""P000134"", ""P000213""]",qwen2.5:7b,"['P000166', 'P000132', 'P000071', 'P000192']",1.0,0.0,0.0
E00002,ollama,qwen2.5:7b,social_worker,ok,0,0,1,12,12,12,0,1,[],"[""P000019""]","['P000050', 'P000035', 'P000185', 'P000099']","[""P000050"", ""P000035"", ""P000185"", ""P000099"", ""P000095"", ""P000170"", ""P000067"", ""P000025"", ""P000085"", ""P000151"", ""P000077"", ""P000019""]",qwen2.5:7b,"['P000050', 'P000035', 'P000185', 'P000095']",0.75,0.25,0.4
E00002,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000050', 'P000095', 'P000185', 'P000035']","[""P000050"", ""P000095"", ""P000185"", ""P000035"", ""P000077"", ""P000085"", ""P000067"", ""P000099"", ""P000170"", ""P000151"", ""P000025"", ""P000019""]",qwen2.5:7b,"['P000050', 'P000035', 'P000185', 'P000095']",1.0,0.0,0.0
E00002,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000050', 'P000035', 'P000170', 'P000095']","[""P000050"", ""P000035"", ""P000170"", ""P000095"", ""P000085"", ""P000185"", ""P000067"", ""P000099"", ""P000025"", ""P000077"", ""P000151"", ""P000019""]",qwen2.5:7b,"['P000050', 'P000035', 'P000185', 'P000095']",0.75,0.25,0.4
E00003,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000004', 'P000181', 'P000155', 'P000179']","[""P000004"", ""P000181"", ""P000155"", ""P000179"", ""P000030"", ""P000127"", ""P000216"", ""P000072"", ""P000031"", ""P000086"", ""P000069"", ""P000104""]",qwen2.5:7b,"['P000004', 'P000181', 'P000155', 'P000216']",0.75,0.25,0.4
E00003,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000004', 'P000181', 'P000179', 'P000127']","[""P000004"", ""P000181"", ""P000179"", ""P000127"", ""P000030"", ""P000155"", ""P000216"", ""P000072"", ""P000031"", ""P000086"", ""P000069"", ""P000104""]",qwen2.5:7b,"['P000004', 'P000181', 'P000155', 'P000216']",0.5,0.5,0.6666666666666667
E00003,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000004', 'P000181', 'P000155', 'P000179']","[""P000004"", ""P000181"", ""P000155"", ""P000179"", ""P000030"", ""P000127"", ""P000216"", ""P000072"", ""P000031"", ""P000086"", ""P000069"", ""P000104""]",qwen2.5:7b,"['P000004', 'P000181', 'P000155', 'P000216']",0.75,0.25,0.4
E00004,ollama,qwen2.5:7b,social_worker,ok,0,0,1,12,12,12,0,1,[],"[""P000012""]","['P000054', 'P000136', 'P000210', 'P000002']","[""P000054"", ""P000136"", ""P000210"", ""P000002"", ""P000189"", ""P000161"", ""P000160"", ""P000159"", ""P000037"", ""P000186"", ""P000020"", ""P000012""]",qwen2.5:7b,"['P000054', 'P000210', 'P000037', 'P000012']",0.5,0.5,0.6666666666666667
E00004,ollama,qwen2.5:7b,revenue,ok,0,0,1,12,12,12,0,1,[],"[""P000012""]","['P000054', 'P000210', 'P000037', 'P000002']","[""P000054"", ""P000210"", ""P000037"", ""P000002"", ""P000189"", ""P000161"", ""P000160"", ""P000159"", ""P000136"", ""P000186"", ""P000020"", ""P000012""]",qwen2.5:7b,"['P000054', 'P000210', 'P000037', 'P000012']",0.75,0.25,0.4
E00004,ollama,qwen2.5:7b,psychiatry,ok,0,0,1,12,12,12,0,1,[],"[""P000012""]","['P000054', 'P000210', 'P000037', 'P000002']","[""P000054"", ""P000210"", ""P000037"", ""P000002"", ""P000189"", ""P000161"", ""P000160"", ""P000159"", ""P000136"", ""P000186"", ""P000020"", ""P000012""]",qwen2.5:7b,"['P000054', 'P000210', 'P000037', 'P000012']",0.75,0.25,0.4
E00005,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000109', 'P000202', 'P000083', 'P000061']","[""P000109"", ""P000202"", ""P000083"", ""P000061"", ""P000124"", ""P000176"", ""P000126"", ""P000162"", ""P000140"", ""P000080"", ""P000212"", ""P000027""]",qwen2.5:7b,"['P000109', 'P000083', 'P000061', 'P000176']",0.75,0.25,0.4
E00005,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000109', 'P000202', 'P000083', 'P000176']","[""P000109"", ""P000202"", ""P000083"", ""P000176"", ""P000080"", ""P000124"", ""P000212"", ""P000027"", ""P000126"", ""P000162"", ""P000140"", ""P000061""]",qwen2.5:7b,"['P000109', 'P000083', 'P000061', 'P000176']",0.75,0.25,0.4
E00005,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000109', 'P000083', 'P000061', 'P000202']","[""P000109"", ""P000083"", ""P000061"", ""P000202"", ""P000124"", ""P000176"", ""P000126"", ""P000162"", ""P000080"", ""P000212"", ""P000140"", ""P000027""]",qwen2.5:7b,"['P000109', 'P000083', 'P000061', 'P000176']",0.75,0.25,0.4
E00006,ollama,qwen2.5:7b,social_worker,ok,0,0,1,12,12,12,0,1,[],"[""P000008""]","['P000038', 'P000196', 'P000206', 'P000147']","[""P000038"", ""P000196"", ""P000206"", ""P000147"", ""P000121"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000180"", ""P000165"", ""P000008""]",qwen2.5:7b,"['P000038', 'P000196', 'P000206', 'P000147']",1.0,0.0,0.0
E00006,ollama,qwen2.5:7b,revenue,ok,0,0,1,12,12,12,0,1,[],"[""P000008""]","['P000038', 'P000196', 'P000206', 'P000147']","[""P000038"", ""P000196"", ""P000206"", ""P000147"", ""P000121"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000180"", ""P000165"", ""P000008""]",qwen2.5:7b,"['P000038', 'P000196', 'P000206', 'P000147']",1.0,0.0,0.0
E00006,ollama,qwen2.5:7b,psychiatry,ok,0,0,1,12,12,12,0,1,[],"[""P000008""]","['P000038', 'P000196', 'P000206', 'P000147']","[""P000038"", ""P000196"", ""P000206"", ""P000147"", ""P000121"", ""P000141"", ""P000060"", ""P000100"", ""P000024"", ""P000180"", ""P000165"", ""P000008""]",qwen2.5:7b,"['P000038', 'P000196', 'P000206', 'P000147']",1.0,0.0,0.0
E00007,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000101', 'P000068', 'P000015', 'P000203']","[""P000101"", ""P000068"", ""P000015"", ""P000203"", ""P000139"", ""P000075"", ""P000014"", ""P000029"", ""P000156"", ""P000005"", ""P000150"", ""P000098""]",qwen2.5:7b,"['P000101', 'P000075', 'P000203', 'P000139']",0.5,0.5,0.6666666666666667
E00007,ollama,qwen2.5:7b,revenue,ok,0,0,1,12,12,12,0,1,[],"[""P000005""]","['P000101', 'P000015', 'P000203', 'P000139']","[""P000101"", ""P000015"", ""P000203"", ""P000139"", ""P000068"", ""P000075"", ""P000014"", ""P000029"", ""P000156"", ""P000098"", ""P000150"", ""P000005""]",qwen2.5:7b,"['P000101', 'P000075', 'P000203', 'P000139']",0.75,0.25,0.4
E00007,ollama,qwen2.5:7b,psychiatry,ok,0,0,1,12,12,12,0,2,[],"[""P000005"", ""P000203""]","['P000101', 'P000075', 'P000139', 'P000068']","[""P000101"", ""P000075"", ""P000139"", ""P000068"", ""P000014"", ""P000029"", ""P000150"", ""P000098"", ""P000156"", ""P000015"", ""P000005"", ""P000203""]",qwen2.5:7b,"['P000101', 'P000075', 'P000203', 'P000139']",0.75,0.25,0.4
E00008,ollama,qwen2.5:7b,social_worker,ok,0,0,1,12,12,12,1,1,"[""P000178""]","[""P000016""]","['P000028', 'P000001', 'P000208', 'P000073']","[""P000028"", ""P000001"", ""P000208"", ""P000073"", ""P000026"", ""P000146"", ""P000172"", ""P000178"", ""P000093"", ""P000112"", ""P000055"", ""P000016""]",qwen2.5:7b,"['P000028', 'P000001', 'P000073', 'P000026']",0.75,0.25,0.4
E00008,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000028', 'P000001', 'P000208', 'P000073']","[""P000028"", ""P000001"", ""P000208"", ""P000073"", ""P000026"", ""P000172"", ""P000146"", ""P000178"", ""P000093"", ""P000112"", ""P000016"", ""P000055""]",qwen2.5:7b,"['P000028', 'P000001', 'P000073', 'P000026']",0.75,0.25,0.4
E00008,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000028', 'P000001', 'P000073', 'P000026']","[""P000028"", ""P000001"", ""P000073"", ""P000026"", ""P000172"", ""P000208"", ""P000146"", ""P000178"", ""P000093"", ""P000016"", ""P000055"", ""P000112""]",qwen2.5:7b,"['P000028', 'P000001', 'P000073', 'P000026']",1.0,0.0,0.0
E00009,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000187', 'P000125', 'P000183', 'P000184']","[""P000187"", ""P000125"", ""P000183"", ""P000184"", ""P000129"", ""P000066"", ""P000108"", ""P000051"", ""P000171"", ""P000182"", ""P000065"", ""P000128""]",qwen2.5:7b,"['P000187', 'P000125', 'P000183', 'P000184']",1.0,0.0,0.0
E00009,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000187', 'P000125', 'P000183', 'P000184']","[""P000187"", ""P000125"", ""P000183"", ""P000184"", ""P000129"", ""P000066"", ""P000108"", ""P000051"", ""P000171"", ""P000182"", ""P000065"", ""P000128""]",qwen2.5:7b,"['P000187', 'P000125', 'P000183', 'P000184']",1.0,0.0,0.0
E00009,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000187', 'P000125', 'P000183', 'P000184']","[""P000187"", ""P000125"", ""P000183"", ""P000184"", ""P000129"", ""P000066"", ""P000108"", ""P000051"", ""P000171"", ""P000182"", ""P000065"", ""P000128""]",qwen2.5:7b,"['P000187', 'P000125', 'P000183', 'P000184']",1.0,0.0,0.0
E00010,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000023', 'P000199', 'P000115', 'P000220']","[""P000023"", ""P000199"", ""P000115"", ""P000220"", ""P000088"", ""P000205"", ""P000175"", ""P000094"", ""P000158"", ""P000089"", ""P000197"", ""P000017""]",qwen2.5:7b,"['P000023', 'P000197', 'P000115', 'P000220']",0.75,0.25,0.4
E00010,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000023', 'P000199', 'P000115', 'P000220']","[""P000023"", ""P000199"", ""P000115"", ""P000220"", ""P000088"", ""P000205"", ""P000175"", ""P000094"", ""P000158"", ""P000089"", ""P000197"", ""P000017""]",qwen2.5:7b,"['P000023', 'P000197', 'P000115', 'P000220']",0.75,0.25,0.4
E00010,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000023', 'P000199', 'P000115', 'P000220']","[""P000023"", ""P000199"", ""P000115"", ""P000220"", ""P000088"", ""P000205"", ""P000175"", ""P000094"", ""P000158"", ""P000089"", ""P000197"", ""P000017""]",qwen2.5:7b,"['P000023', 'P000197', 'P000115', 'P000220']",0.75,0.25,0.4
E00011,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000211', 'P000207', 'P000154', 'P000048']","[""P000211"", ""P000207"", ""P000154"", ""P000048"", ""P000167"", ""P000130"", ""P000103"", ""P000079"", ""P000074"", ""P000153"", ""P000041"", ""P000011""]",qwen2.5:7b,"['P000211', 'P000207', 'P000167', 'P000079']",0.5,0.5,0.6666666666666667
E00011,ollama,qwen2.5:7b,revenue,ok,0,0,1,12,12,12,1,1,"[""P000167""]","[""P000011""]","['P000211', 'P000207', 'P000154', 'P000167']","[""P000211"", ""P000207"", ""P000154"", ""P000167"", ""P000048"", ""P000103"", ""P000041"", ""P000153"", ""P000079"", ""P000130"", ""P000074"", ""P000011""]",qwen2.5:7b,"['P000211', 'P000207', 'P000167', 'P000079']",0.75,0.25,0.4
E00011,ollama,qwen2.5:7b,psychiatry,ok,0,0,1,12,12,12,1,1,"[""P000167""]","[""P000011""]","['P000211', 'P000207', 'P000154', 'P000048']","[""P000211"", ""P000207"", ""P000154"", ""P000048"", ""P000167"", ""P000130"", ""P000103"", ""P000079"", ""P000074"", ""P000153"", ""P000041"", ""P000011""]",qwen2.5:7b,"['P000211', 'P000207', 'P000167', 'P000079']",0.5,0.5,0.6666666666666667
E00012,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000138', 'P000164', 'P000190', 'P000117']","[""P000138"", ""P000164"", ""P000190"", ""P000117"", ""P000214"", ""P000148"", ""P000219"", ""P000137"", ""P000194"", ""P000040"", ""P000003"", ""P000110""]",qwen2.5:7b,"['P000138', 'P000164', 'P000190', 'P000117']",1.0,0.0,0.0
E00012,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000138', 'P000164', 'P000194', 'P000190']","[""P000138"", ""P000164"", ""P000194"", ""P000190"", ""P000219"", ""P000117"", ""P000040"", ""P000137"", ""P000148"", ""P000214"", ""P000110"", ""P000003""]",qwen2.5:7b,"['P000138', 'P000164', 'P000190', 'P000117']",0.75,0.25,0.4
E00012,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000138', 'P000164', 'P000190', 'P000117']","[""P000138"", ""P000164"", ""P000190"", ""P000117"", ""P000219"", ""P000194"", ""P000148"", ""P000137"", ""P000110"", ""P000040"", ""P000003"", ""P000214""]",qwen2.5:7b,"['P000138', 'P000164', 'P000190', 'P000117']",1.0,0.0,0.0
E00013,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000097', 'P000200', 'P000070', 'P000090']","[""P000097"", ""P000200"", ""P000070"", ""P000090"", ""P000169"", ""P000113"", ""P000021"", ""P000056"", ""P000168"", ""P000006"", ""P000163"", ""P000052""]",qwen2.5:7b,"['P000097', 'P000169', 'P000070', 'P000200']",0.75,0.25,0.4
E00013,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000097', 'P000169', 'P000200', 'P000070']","[""P000097"", ""P000169"", ""P000200"", ""P000070"", ""P000113"", ""P000056"", ""P000090"", ""P000168"", ""P000006"", ""P000163"", ""P000052"", ""P000021""]",qwen2.5:7b,"['P000097', 'P000169', 'P000070', 'P000200']",1.0,0.0,0.0
E00013,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000097', 'P000169', 'P000070', 'P000113']","[""P000097"", ""P000169"", ""P000070"", ""P000113"", ""P000168"", ""P000200"", ""P000056"", ""P000090"", ""P000006"", ""P000163"", ""P000052"", ""P000021""]",qwen2.5:7b,"['P000097', 'P000169', 'P000070', 'P000200']",0.75,0.25,0.4
E00014,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000217', 'P000215', 'P000064', 'P000188']","[""P000217"", ""P000215"", ""P000064"", ""P000188"", ""P000149"", ""P000091"", ""P000049"", ""P000046"", ""P000044"", ""P000204"", ""P000144"", ""P000013""]",qwen2.5:7b,"['P000217', 'P000215', 'P000064', 'P000188']",1.0,0.0,0.0
E00014,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000217', 'P000215', 'P000064', 'P000188']","[""P000217"", ""P000215"", ""P000064"", ""P000188"", ""P000091"", ""P000144"", ""P000049"", ""P000046"", ""P000149"", ""P000204"", ""P000044"", ""P000013""]",qwen2.5:7b,"['P000217', 'P000215', 'P000064', 'P000188']",1.0,0.0,0.0
E00014,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000217', 'P000215', 'P000064', 'P000188']","[""P000217"", ""P000215"", ""P000064"", ""P000188"", ""P000149"", ""P000091"", ""P000049"", ""P000046"", ""P000044"", ""P000144"", ""P000013"", ""P000204""]",qwen2.5:7b,"['P000217', 'P000215', 'P000064', 'P000188']",1.0,0.0,0.0
E00015,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000107', 'P000193', 'P000105', 'P000081']","[""P000107"", ""P000193"", ""P000105"", ""P000081"", ""P000145"", ""P000009"", ""P000221"", ""P000034"", ""P000123"", ""P000007"", ""P000119"", ""P000043""]",qwen2.5:7b,"['P000107', 'P000193', 'P000145', 'P000081']",0.75,0.25,0.4
E00015,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000107', 'P000193', 'P000145', 'P000081']","[""P000107"", ""P000193"", ""P000145"", ""P000081"", ""P000105"", ""P000009"", ""P000221"", ""P000034"", ""P000123"", ""P000007"", ""P000119"", ""P000043""]",qwen2.5:7b,"['P000107', 'P000193', 'P000145', 'P000081']",1.0,0.0,0.0
E00015,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000107', 'P000193', 'P000145', 'P000081']","[""P000107"", ""P000193"", ""P000145"", ""P000081"", ""P000105"", ""P000009"", ""P000221"", ""P000043"", ""P000123"", ""P000034"", ""P000119"", ""P000007""]",qwen2.5:7b,"['P000107', 'P000193', 'P000145', 'P000081']",1.0,0.0,0.0
E00016,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000114', 'P000078', 'P000195', 'P000191']","[""P000114"", ""P000078"", ""P000195"", ""P000191"", ""P000018"", ""P000032"", ""P000177"", ""P000106"", ""P000173"", ""P000036"", ""P000062"", ""P000010""]",qwen2.5:7b,"['P000114', 'P000078', 'P000195', 'P000191']",1.0,0.0,0.0
E00016,ollama,qwen2.5:7b,revenue,ok,0,0,1,12,12,12,0,1,[],"[""P000106""]","['P000114', 'P000195', 'P000078', 'P000191']","[""P000114"", ""P000195"", ""P000078"", ""P000191"", ""P000062"", ""P000173"", ""P000177"", ""P000036"", ""P000010"", ""P000032"", ""P000018"", ""P000106""]",qwen2.5:7b,"['P000114', 'P000078', 'P000195', 'P000191']",1.0,0.0,0.0
E00016,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000114', 'P000195', 'P000173', 'P000177']","[""P000114"", ""P000195"", ""P000173"", ""P000177"", ""P000078"", ""P000191"", ""P000036"", ""P000062"", ""P000018"", ""P000010"", ""P000032"", ""P000106""]",qwen2.5:7b,"['P000114', 'P000078', 'P000195', 'P000191']",0.5,0.5,0.6666666666666667
E00017,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000218', 'P000142', 'P000063', 'P000087']","[""P000218"", ""P000142"", ""P000063"", ""P000087"", ""P000082"", ""P000209"", ""P000116"", ""P000096"", ""P000222"", ""P000047"", ""P000045"", ""P000120""]",qwen2.5:7b,"['P000063', 'P000218', 'P000142', 'P000087']",1.0,0.0,0.0
E00017,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000218', 'P000142', 'P000063', 'P000087']","[""P000218"", ""P000142"", ""P000063"", ""P000087"", ""P000082"", ""P000209"", ""P000116"", ""P000096"", ""P000222"", ""P000047"", ""P000045"", ""P000120""]",qwen2.5:7b,"['P000063', 'P000218', 'P000142', 'P000087']",1.0,0.0,0.0
E00017,ollama,qwen2.5:7b,psychiatry,ok,0,1,1,12,12,12,0,0,[],[],"['P000218', 'P000142', 'P000063', 'P000087']","[""P000218"", ""P000142"", ""P000063"", ""P000087"", ""P000082"", ""P000209"", ""P000116"", ""P000222"", ""P000047"", ""P000045"", ""P000120"", ""P000096""]",qwen2.5:7b,"['P000063', 'P000218', 'P000142', 'P000087']",1.0,0.0,0.0
E00018,ollama,qwen2.5:7b,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000053', 'P000201', 'P000198', 'P000174']","[""P000053"", ""P000201"", ""P000198"", ""P000174"", ""P000133"", ""P000059"", ""P000042"", ""P000118"", ""P000111"", ""P000084"", ""P000152"", ""P000033""]",qwen2.5:7b,"['P000053', 'P000201', 'P000198', 'P000174']",1.0,0.0,0.0
E00018,ollama,qwen2.5:7b,revenue,ok,0,1,1,12,12,12,0,0,[],[],"['P000201', 'P000152', 'P000033', 'P000198']","[""P000201"", ""P000152"", ""P000033"", ""P000198"", ""P000174"", ""P000042"", ""P000133"", ""P000118"", ""P000111"", ""P000059"", ""P000084"", ""P000053""]",qwen2.5:7b,"['P000053', 'P000201', 'P000198', 'P000174']",0.5,0.5,0.6666666666666667
E00018,ollama,qwen2.5:7b,psychiatry,ok,0,0,1,12,12,12,1,1,"[""P000111""]","[""P000033""]","['P000053', 'P000201', 'P000198', 'P000152']","[""P000053"", ""P000201"", ""P000198"", ""P000152"", ""P000133"", ""P000042"", ""P000174"", ""P000084"", ""P000118"", ""P000111"", ""P000059"", ""P000033""]",qwen2.5:7b,"['P000053', 'P000201', 'P000198', 'P000174']",0.75,0.25,0.4
E00001,ollama,llama3.2:latest,social_worker,ok,0,1,1,12,12,12,0,0,[],[],"['P000039', 'P000143', 'P000131', 'P000076']","[""P000039"", ""P000143"", ""P000131"", ""P000076"", ""P000132"", ""P000122"", ""P000213"", ""P000192"", ""P000134"", ""P000071"", ""P000166"", ""P000022""]",llama3.2:latest,"['P000132', 'P000213', 'P000122', 'P000192']",0.0,1.0,1.0
